	nrooms	meters	floor	floors_total	flat_or_appart	zh_comp	deadline	to_metro	district	area	metro	mainprice	price_per_meter	otdelka	developer
179								4 минуты пешком	ЮЗАО	р-н Зюзино	м. Каховская	13650000	401471		Эльвира Чижикова
180						ЖК «Wellton Towers»		9 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	14500000	453125		Арт Риэлти
181						ЖК «Wellton Towers»		9 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	16500000	392857		Арт Риэлти
182	1	38	1	18	F			16 минут пешком	ЮЗАО	р-н Ломоносовский	м. Новые Черёмушки	11500000	302632		ТСН Владис
183								8 минут пешком	САО	р-н Хорошевский	м. Беговая	4524000	390000		Msk Estate
184								15 минут пешком	ЮЗАО	р-н Черемушки	м. Зюзино	5232600	256500		Msk Estate
185								16 минут пешком	ЗАО	р-н Тропарево-Никулино	м. Юго-Западная	5917000	346023		Msk Estate
186								16 минут пешком	ЗАО	р-н Тропарево-Никулино	м. Юго-Западная	5955000	346221		Msk Estate
187								15 минут пешком	ЗАО	р-н Тропарево-Никулино	м. Юго-Западная	6353000	308398		ХОРЕКА ИНВЕСТ
188								16 минут пешком	ЗАО	р-н Тропарево-Никулино	м. Юго-Западная	6353000	308398		Msk Estate
189						ЖК «Крылья»		6 минут на транспорте	ЗАО	р-н Раменки	м. Проспект Вернадского	14490000	383333		Century 21 Street Realty
190						ЖК «Чемпион парк»		18 минут пешком	ЗАО	р-н Тропарево-Никулино	м. Мичуринский проспект	26500000	552083		Verges of estate
191	1	170	37	86	A	ЖК «МФК ОКО»		3 минуты пешком	ЦАО	р-н Пресненский	м. Международная	115000000	676471		Whitewill Москва-Сити
192								9 минут пешком	ВАО	р-н Сокольники	м. Сокольники	10700000	348534		ФЛИП
193	1	46,5	13	15	A	ЖК «Hill8»		3 минуты пешком	СВАО	р-н Останкинский	м. Алексеевская	22900000	492473		do A.S.A.P.
194	1	35,9	6	22	F	ЖК «Филатов луг»		4 минуты на транспорте	НАО (Новомосковский)		м. Филатов Луг	8500000	236769		Самолет Плюс Москва
195	1	36,3	10	16	F	ЖК «Скандинавия»		9 минут на транспорте	НАО (Новомосковский)		м. Коммунарка	10570000	291185		Александр Осипов
196	1	48	40	43	F	ЖК «Селигер Сити»	дом сдан	10 минут пешком	САО	р-н Западное Дегунино	м. Селигерская	21431492	446489		MR Group
197						ЖК «Sydney City»	сдача ГК: 2 кв. 2023 года	18 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	18020136	530004		ФСК
198	1	48,77	2	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	43024894	882200		Галс-Девелопмент
199	1	34,7	15	23	F	ЖК «Квартал Некрасовка»	дом сдан	17 минут пешком	ЮВАО	р-н Некрасовка	м. Некрасовка	9886326	284909	С отделкой	Абсолют Недвижимость
200	1	40,42	4	20	F	ЖК «FORST»	сдача ГК: 4 кв. 2024 года	13 минут пешком	ЮАО	р-н Даниловский	м. Тульская	16085179	397951		Forma
201	1	47,4	12	25	F	ЖК «Клубный дом Full House»	сдача ГК: 1 кв. 2024 года	6 минут на транспорте	ЗАО	р-н Тропарево-Никулино		22524480	475200		Sezar Group
202	1	33,8	16	23	F	ЖК «Волжский парк»	сдача ГК: 1 кв. 2024 года	19 минут пешком	ЮВАО	р-н Текстильщики	м. Текстильщики	9763468	288860	С отделкой	ПИК
203	1	86	3	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		190750000	2218023		Sminex-Интеко
204	1	44,2	6	19	F	ЖК «Петровский парк II»		10 минут пешком	САО	р-н Савеловский	м. Гражданская	16000400	362000		РГ-Девелопмент
205	1	57	7	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	81225000	1425000		Стрелецкая Слобода
206	1	36,7	2	15	F	ЖК «Скандинавия»	сдача ГК: 4 кв. 2024 года	5 минут на транспорте	НАО (Новомосковский)		м. Улица Скобелевская	10122361	275814		А101
207	1	34,5	22	22	F	ЖК «Квартал Некрасовка»	дом сдан	12 минут пешком	ЮВАО	р-н Некрасовка	м. Некрасовка	9530666	276251	С отделкой	Абсолют Недвижимость
208	1	43,5	27	55	F	ЖК «Mod»	сдача ГК: 4 кв. 2024 года	8 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18553751	426523		MR Group
209	1	31,2	22	22	F	ЖК «Квартал Некрасовка»	дом сдан	12 минут пешком	ЮВАО	р-н Некрасовка	м. Некрасовка	9305471	298252	С отделкой	Абсолют Недвижимость
210	1	43,45	10	55	F	ЖК «Mod»	сдача ГК: 4 кв. 2024 года	14 минут пешком	СВАО	р-н Марьина роща	м. Рижская	18541201	426725		MR Group
211	1	43	4	11	F	ЖК «Остров»	сдача ГК: 4 кв. 2024 года	13 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25821500	600500		Донстрой
212	1	48,3	21	34	F	ЖК «Ever»	сдача ГК: 4 кв. 2023 года	8 минут пешком	ЮЗАО	р-н Обручевский	м. Воронцовская	21604590	447300		TEKTA GROUP
213	1	43,28	46	55	F	ЖК «Mod»	сдача ГК: 4 кв. 2024 года	8 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	19290459	445713		MR Group
214	1	35,7	14	15	F	ЖК «Прокшино»	сдача ГК: 2 кв. 2024 года	4 минуты на транспорте	НАО (Новомосковский)		м. Филатов Луг	10908541	305561	ЖК лидер продаж	А101
215	1	38,95	8	20	F	ЖК «FORST»	сдача ГК: 4 кв. 2024 года	14 минут пешком	ЮАО	р-н Даниловский	м. Тульская	16180998	415430		Forma
216	1	38,3	20	22	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	7 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25369920	662400		Донстрой
217	1	36,43	18	28	F	ЖК «Дом Достижение»	сдача ГК: 1 кв. 2024 года	10 минут пешком	СВАО	р-н Марфино	м. Бутырская	17930000	492177		Sminex-Интеко
218	1	39,54	33	33	F	ЖК «Дмитровский парк»	сдача ГК: 4 кв. 2023 года	4 минуты на транспорте	САО	р-н Дмитровский	м. Яхромская	12829353	324465	С отделкой	ПИК
219	1	32,5	5	17	F	ЖК «Бунинские луга»	сдача ГК: 1 кв. 2025 года	5 минут на транспорте	НАО (Новомосковский)		м. Бунинская аллея	8419612	259065	С отделкой	ПИК
220	1	39,3	22	26	F	ЖК «Красноказарменная 15»	сдача ГК: 3 кв. 2023 года	13 минут пешком	ЮВАО	р-н Лефортово	м. Лефортово	16178866	411676		ПИК
221	1	37,9	2	32	F	ЖК «Барклая 6»	сдача ГК: 3 кв. 2025 года	8 минут пешком	ЗАО	р-н Филевский парк	м. Багратионовская	13814891	364509		ПИК
222	1	32,3	14	28	F	ЖК «Амурский парк»	сдача ГК: 2 кв. 2025 года	9 минут пешком	ВАО	р-н Гольяново	м. Черкизовская	9215997	285325	С отделкой	ПИК
223	1	43,4	25	33	F	ЖК «Академика Павлова»	сдача ГК: 1 кв. 2024 года	10 минут пешком	ЗАО	р-н Кунцево	м. Крылатское	16174746	372690	С отделкой	ПИК
224	1	36,4	22	33	F	ЖК «Академика Павлова»	сдача ГК: 1 кв. 2024 года	10 минут пешком	ЗАО	р-н Кунцево	м. Крылатское	15128386	415615	С отделкой	ПИК
225	1	35,1	24	32	F	ЖК «Полар»	сдача ГК: 4 кв. 2025 года	19 минут пешком	СВАО	р-н Северное Медведково	м. Медведково	8813118	251086	С отделкой	ПИК
226	1	32,1	10	24	F	ЖК «Кольская 8»	сдача ГК: 1 кв. 2025 года	8 минут пешком	СВАО	р-н Бабушкинский	м. Свиблово	10319604	321483	С отделкой	ПИК
227	1	37,6	1	17	F			7 минут пешком	ЗАО	р-н Солнцево	м. Солнцево	8500000	226064		Бест-Пресня
228	1	33,3	1	9	F			12 минут пешком	ЮЗАО	р-н Коньково	м. Беляево	9500000	285285		ID 91550883
229	1	37,6	22	24	F	ЖК «Волжский парк»		19 минут пешком	ЮВАО	р-н Текстильщики	м. Текстильщики	10500000	279255		Этажи Москва
230	1	38,41	18	25	F	ЖК «Светлый мир Станция Л»	сдача ГК: 4 кв. 2024 года	3 минуты на транспорте	ЮВАО	р-н Люблино	м. Марьино	8479008	220750	С отделкой	ID 101904221
231						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	23304629	649154		MR Group
232	1	48,87	3	15	F	ЖК «Мюр & Мерилиз»	сдача ГК: 1 кв. 2025 года	7 минут пешком	ЦАО	р-н Пресненский	м. Краснопресненская	39701988	812400		KR Properties
233	1	21,1	2	3	A			15 минут пешком	САО	р-н Головинский	м. Селигерская	5049999	239336		Денис Каргин
234	1	38,39	14	25	F	ЖК «Светлый мир Станция Л»	сдача ГК: 4 кв. 2024 года	3 минуты на транспорте	ЮВАО	р-н Люблино	м. Марьино	8405491	218950	С отделкой	ID 101904221
235	1	32,2	16	16	F	ЖК «Люблинский парк»	сдача ГК: 2 кв. 2025 года	18 минут пешком	ЮВАО	р-н Люблино	м. Депо	8052447	250076	С отделкой	ПИК
236						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	6 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	57321950	995000		VESPER
